CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50032768,La Dinastia Latin-Chinese Cuisine,Manhattan,145,WEST   72 STREET,10023,2123623801,Chinese/Cuban,10/25/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,10/25/2017,4/12/2020,Cycle Inspection / Re-inspection,40.77806807,-73.98034333,107,6,15700,1029925,1011440014,MN14
50070442,SHAKE SHACK,Manhattan,51,ASTOR PL,10003,6468132190,Hamburgers,11/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.73017605,-73.99046019,103,2,4200,1089443,1005540035,MN22
50005249,THE WESTBURY INN,Brooklyn,673,FLATBUSH AVENUE,11225,9292108472,American,8/30/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19,,,4/12/2020,Cycle Inspection / Initial Inspection,40.65682644,-73.96013848,309,40,79601,3115646,3050450005,BK60
40716479,LIFFY II BAR,Manhattan,5009,BROADWAY,10034,2125447669,Irish,8/5/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,,,4/12/2020,Cycle Inspection / Initial Inspection,40.86915152,-73.91707102,112,10,30300,1065002,1022430030,MN01
41382696,CLARET WINE BAR,Queens,4602,SKILLMAN AVENUE,11104,7189377411,American,12/20/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,13,A,12/20/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.74653328,-73.91786304,402,26,25301,4001250,4001370027,QN31
41286239,BLANQUITA RESTAURANT,Bronx,2647,BRIGGS AVENUE,10458,7183295851,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/28/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,23,,,4/12/2020,Cycle Inspection / Initial Inspection,40.86538184,-73.89246889,207,15,40501,2016992,2033000001,BX05
40393977,TONY'S PIZZA II,Brooklyn,1107,RUTLAND ROAD,11212,7189538163,Pizza/Italian,10/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,10/17/2019,4/12/2020,Cycle Inspection / Re-inspection,40.66473183,-73.92321958,317,41,89200,3099560,3046000040,BK81
50070093,GOOD TASTE 666,Queens,4345,MAIN ST,11355,7188863332,Chinese,5/14/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,17,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75158012,-73.82612729,407,20,79701,4442752,4051400047,QN22
50058293,JERK HOUSE CARIBBEAN RESTAURANT,Bronx,4246,WHITE PLAINS ROAD,10466,9177219050,Caribbean,4/23/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.89471679,-73.85663036,212,11,43400,2068207,2049980061,BX62
41470237,RUINAS DE COPAN,Bronx,483,BROOK AVENUE,10455,7185856473,Spanish,12/16/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,12/16/2019,4/12/2020,Cycle Inspection / Re-inspection,40.81338033,-73.91586191,201,8,4300,2090406,2022910037,BX39
41628219,GT RICEBOWL RESTAURANT AND LOUNGE,Queens,11409,LIBERTY AVENUE,11419,7183234000,Caribbean,11/21/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,44,,,4/12/2020,Cycle Inspection / Initial Inspection,40.68567337,-73.82844158,410,28,9800,4201921,4095190026,QN55
50017545,WEEKENDER BILLIARD & BAR,Queens,4146,54TH ST,11377,3476565237,Asian,11/1/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,13,A,11/1/2018,4/12/2020,Cycle Inspection / Re-inspection,40.74402196,-73.91070257,402,26,25100,4030924,4013220074,QN63
41390593,NASSAU BAR,Manhattan,118,NASSAU STREET,10038,2129620011,"Bottled beverages, including water, sodas, juices, etc.",1/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71086405,-74.006958,101,1,1501,1001274,1000920026,MN25
41290414,K LOVE Q CHINESE RESTAURANT,Bronx,1759,CROSBY AVENUE,10461,7188230262,Chinese,3/29/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,18,,,4/12/2020,Cycle Inspection / Initial Inspection,40.84625784,-73.83178845,210,13,26602,2046093,2041690016,BX10
40999185,GAETANA'S CUCINA ITALIANA,Manhattan,143,CHRISTOPHER STREET,10014,2126753913,Italian,11/19/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,40,,,4/12/2020,Cycle Inspection / Re-inspection,40.73282214,-74.00769277,102,3,7500,1078233,1006300024,MN23
50071950,MADAM MARIE'S BAR,Queens,3515,BROADWAY,11106,9177450297,American,6/6/2018,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,N,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.76038074,-73.92198988,401,22,6100,4009830,4006480102,QN70
41636512,The Rochard NYC,Manhattan,1504,LEXINGTON AVENUE,10029,2127228959,American,1/27/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,32,C,1/27/2017,4/12/2020,Cycle Inspection / Re-inspection,40.78663364,-73.9503753,111,5,15802,1051728,1016250013,MN33
50084970,DIG INN,Manhattan,1319,1 AVENUE,10021,6469052184,American,3/2/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,Z,3/2/2020,4/12/2020,Cycle Inspection / Re-inspection,40.76697823,-73.9566066,108,5,12600,1044844,1014450029,MN31
41441196,MOTORINO PIZZERIA NAPOLETANA,Manhattan,349,EAST   12 STREET,10003,2127772644,Pizza,9/4/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,8,A,9/4/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.73052127,-73.98473406,103,2,4000,1006499,1004540046,MN22
50005710,SOJU HAUS,Manhattan,315,5 AVENUE,10016,2122132177,Korean,3/14/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,42,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74699545,-73.98559643,105,4,7400,1017004,1008610075,MN17
50043617,THE BAD OLD DAYS,Queens,1684,WOODBINE STREET,11385,3476960612,American,3/23/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,12,,,4/12/2020,Cycle Inspection / Initial Inspection,40.70084227,-73.90849214,405,34,54900,4082423,4034500039,QN20
50011568,IL FALCO,Queens,2150,44TH DR,11101,7187070009,Italian,5/21/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,43,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74801337,-73.94693948,402,26,700,4000668,4000780136,QN31
41399837,BLACK SWAN,Brooklyn,1048,BEDFORD AVENUE,11205,7187834744,American,5/3/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,5/3/2019,4/12/2020,Cycle Inspection / Re-inspection,40.68909765,-73.95506729,303,36,23300,3055687,3019500035,BK75
50002052,OTTO'S TACOS,Manhattan,141,SECOND AVENUE,10003,6466784018,Mexican,8/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72901197,-73.98737909,103,2,3800,1006746,1004640034,MN22
41234310,MALIBU DINER,Manhattan,163,WEST   23 STREET,10011,2126911369,American,11/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74361742,-73.99448571,104,3,9100,1014945,1007990009,MN13
40389243,DA TOMMASSO,Manhattan,903,EIGHTH AVENUE,10019,2122651890,Italian,7/19/2018,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,P,7/19/2018,4/12/2020,Cycle Inspection / Reopening Inspection,40.76455078,-73.9844627,104,3,13300,1025400,1010447501,MN15
40365904,MEE SUM CAFE,Manhattan,26,PELL STREET,10013,2123495260,CafÃ©/Coffee/Tea,9/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,9/28/2018,4/12/2020,Cycle Inspection / Re-inspection,40.71486063,-73.99819997,103,1,2900,1001782,1001630009,MN27
50043130,RAKU,Manhattan,342,EAST    6 STREET,10003,2122281324,Asian,5/23/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,6,A,5/23/2018,4/12/2020,Cycle Inspection / Re-inspection,40.72693693,-73.98747329,103,2,3800,1084903,1004470028,MN22
41381542,MMM...THAT'S A WRAP,Queens,16312,CROSSBAY BOULEVARD,11414,7183229727,American,1/24/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,6,A,1/24/2017,4/12/2020,Cycle Inspection / Re-inspection,40.65203641,-73.83811829,410,32,89200,4448965,4140760055,QN57
50044763,SUBWAY,Manhattan,281,SAINT NICHOLAS AVENUE,10027,9173785700,Sandwiches,2/15/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,2/15/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.81037952,-73.95287903,109,9,20901,1059297,1019510014,MN09
41064849,LUCKY JACK'S,Manhattan,129,ORCHARD STREET,10002,2124776555,American,5/5/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,5,A,5/5/2016,4/12/2020,Cycle Inspection / Initial Inspection,40.71974035,-73.9894119,103,1,1800,1079077,1004150072,MN27
50017209,THE FAMOUS JIMBO'S HAMBURGER PALACE,Bronx,1977,JEROME AVENUE,10453,3472251415,Hamburgers,4/26/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,12,A,4/26/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.8521527,-73.90889045,205,14,24300,2008406,2028630054,BX36
40512520,CHELSEA RISTORANTE,Manhattan,108,8 AVENUE,10011,2129247786,Italian,7/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,7/27/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.74067515,-74.0018332,104,3,8100,1081537,1007650001,MN13
41395432,CITI FIELD NATHAN'S FAMOUS STAND 417,Queens,0,126TH & ROOSEVELT AVENUE,,7185958100,American,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,6,A,6/5/2019,4/12/2020,Cycle Inspection / Initial Inspection,0,0,,,,,4,
50058045,POST,Manhattan,42,AVENUE B,10009,6465410922,American,1/19/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,1/19/2017,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.72286584,-73.98283095,103,2,3200,1004997,1003990036,MN22
41384329,ICHI SUSHI I,Brooklyn,2040,86 STREET,11214,7183732929,Japanese,11/8/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,21,,,4/12/2020,Cycle Inspection / Initial Inspection,40.60399627,-73.99726665,311,47,28800,3166938,3063760040,BK28
50078474,CHUAN TIAN XIA,Brooklyn,5502,7 AVENUE,11220,9292950128,Chinese,9/4/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,9/4/2018,4/12/2020,Pre-permit (Operational) / Re-inspection,40.63954914,-74.00892868,307,38,10000,3015093,3008330040,BK34
50069996,FRANK PIZZERIA,Brooklyn,3381,FULTON STREET,11208,3474350000,Pizza,3/16/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,20,B,3/16/2018,4/12/2020,Pre-permit (Operational) / Re-inspection,40.68403819,-73.87082961,305,37,118400,3092391,3041320165,BK83
41395380,CITI FIELD STAND 112,Queens,0,126TH ST  & ROOSEVELT AVENUE,,7185958100,American,6/5/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,2,A,6/5/2019,4/12/2020,Cycle Inspection / Initial Inspection,0,0,,,,,4,
50035029,SAZON DE LUPITA,Bronx,155A,WEST KINGSBRIDGE ROAD,10463,3475900188,Mexican,7/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,22,,,4/12/2020,Cycle Inspection / Initial Inspection,40.87010489,-73.90417255,208,14,27300,2015500,2032530001,BX28
40622601,A-1 PIZZA SHOP,Manhattan,505,GRAND STREET,10002,2125330214,Pizza,8/22/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,43,,,4/12/2020,Cycle Inspection / Initial Inspection,40.7146397,-73.98231003,103,1,202,1003750,1002880045,MN28
50005331,Vivid Cabaret,Manhattan,61,WEST   37 STREET,10018,2123912702,American,6/4/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,22,B,6/4/2018,4/12/2020,Cycle Inspection / Re-inspection,40.75112899,-73.98503249,105,4,8400,1015956,1008390007,MN17
41700191,LONG XIN CHINESE KITCHEN,Bronx,1687,BOSTON ROAD,10460,7188422568,Chinese,1/9/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,1/9/2020,4/12/2020,Cycle Inspection / Initial Inspection,40.83650963,-73.88921625,203,17,15500,2009883,2029400065,BX75
50047002,AGERN,Manhattan,89,EAST   42 STREET,10017,6465684018,American,3/16/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,49,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75209393,-73.97760435,105,4,9200,1035381,1012800001,MN19
50076083,KUNG FU TEA,Manhattan,28,SAINT MARKS PLACE,10003,6462489404,CafÃ©/Coffee/Tea,5/9/2018,Violations were cited in the following area(s).,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.",N,,,,4/12/2020,Calorie Posting / Initial Inspection,40.72888307,-73.98837854,103,2,3800,1006672,1004630023,MN22
40574733,VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT,Brooklyn,295,SMITH STREET,11231,7188755600,Italian,11/16/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,15,B,11/16/2016,4/12/2020,Cycle Inspection / Re-inspection,40.68192046,-73.99370484,306,39,7500,3007055,3004290004,BK33
50046719,CITI HOSPITALITY,Manhattan,388,GREENWICH STREET,10013,2125592702,American,7/14/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,7/14/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.72065166,-74.01009762,101,1,3900,1082816,1002160001,MN24
41706169,FELFLA,Brooklyn,6906,3 AVENUE,11209,7186800609,Middle Eastern,3/27/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,12,A,3/27/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.63556658,-74.02611428,310,43,6800,3145621,3058710047,BK31
50046370,THE CHEESECAKE FACTORY,Queens,9015,QUEENS BLVD,11373,7186991212,American,10/31/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,26,,,4/12/2020,Cycle Inspection / Initial Inspection,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
50085897,TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223,7182668822,Chinese,1/3/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,12,A,1/3/2019,4/12/2020,Pre-permit (Operational) / Re-inspection,40.59637479,-73.97870463,311,47,40000,3191086,3070980043,BK29
41699780,NEW FIVE STAR RESTAURANT,Bronx,1715,EAST  174 STREET,10472,7183783138,Chinese,9/16/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,46,,,4/12/2020,Cycle Inspection / Re-inspection,40.83461068,-73.87118301,209,18,6400,2028093,2038930001,BX08
50039592,KENNEDY FRIED CHICKEN,Bronx,232,EAST  198 STREET,10458,7186180706,American,10/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,14,B,10/12/2017,4/12/2020,Cycle Inspection / Re-inspection,40.86941401,-73.88973973,207,15,40501,2017051,2033010051,BX05
50049958,LITTLE SHEEP MONGOLIAN HOT POT,Manhattan,105,BOWERY,10002,6464845707,Asian,8/26/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,B,8/26/2019,4/12/2020,Cycle Inspection / Re-inspection,40.71770412,-73.99519131,103,1,1600,1003923,1003040006,MN27
41060830,CHIPICHAPE COLOMBIAN BAKERY,Queens,4553,45 STREET,11377,3472176004,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/3/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74172042,-73.91992597,402,26,18300,4001961,4001650001,QN31
41263597,PATRIZIA'S,Brooklyn,35,BROADWAY,11249,7182189272,Italian,12/6/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,13,A,12/6/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.71069768,-73.96739957,301,33,54900,3063642,3024690001,BK73
41602165,JO JO PIZZA,Bronx,1545A,WESTCHESTER AVENUE,10472,7183786588,Pizza,1/31/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,1/31/2018,4/12/2020,Cycle Inspection / Re-inspection,40.82868667,-73.87794809,209,18,5400,2000000,2037740006,BX08
50065125,CAPTAIN FRIED CHICKEN,Manhattan,39,MADISON STREET,10038,2125870281,Chicken,11/26/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,17,B,11/26/2019,4/12/2020,Cycle Inspection / Re-inspection,40.71188256,-73.99864734,103,1,2700,1077460,1002790029,MN27
40719557,FAMILY CORNER,Queens,2102,31 STREET,11105,7182047915,American,9/20/2019,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,Y,26,,,4/12/2020,Cycle Inspection / Initial Inspection,40.77765753,-73.90884112,401,22,11300,4017707,4008460038,QN72
41503108,TULCINGO RESTAURANT,Queens,40364040,NATIONAL STREET,,7186398880,Mexican,10/3/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,7,A,10/3/2018,4/12/2020,Cycle Inspection / Re-inspection,0,0,,,,,4,
40899209,LA VILLITA RESTAURANT,Brooklyn,1249,AVENUE U,11229,7189980222,Mexican,1/14/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,16,,,4/12/2020,Cycle Inspection / Initial Inspection,40.59856521,-73.95884824,315,48,58200,3197980,3073170040,BK25
50055447,JOHNNY & VIVI'S,Queens,13655,ROOSEVELT AVE,11354,6466811159,Chinese,2/2/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,12,A,2/2/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.76002356,-73.82831432,407,20,87100,4112510,4049800061,QN22
40999727,KGB BAR,Manhattan,85,EAST    4 STREET,10003,2125053360,American,5/28/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,B,5/28/2019,4/12/2020,Cycle Inspection / Re-inspection,40.72638547,-73.98988708,103,2,3800,1006599,1004600044,MN22
50018600,NEW SHENGJIN MEISHI,Queens,4140,MAIN ST,11355,7183956564,Chinese,10/10/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,44,C,10/10/2018,4/12/2020,Cycle Inspection / Re-inspection,40.7571261,-73.82898958,407,20,84900,4432145,4050420040,QN22
41647241,JACK'S SLIDERS AND SUSHI,Manhattan,171,3 AVENUE,10003,2124662828,Asian,12/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,12/11/2019,4/12/2020,Cycle Inspection / Re-inspection,40.73478406,-73.98607538,106,2,4800,1019534,1008970043,MN21
41570932,STELLA'S COFFEE SHOP,Queens,22213,JAMAICA AVENUE,11428,7182649820,American,5/22/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,13,A,5/22/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.72060256,-73.73203228,413,23,56400,4230249,4107410058,QN34
50085956,HEAD HI,Brooklyn,14,CLERMONT AVENUE,11205,9179090005,CafÃ©/Coffee/Tea,12/24/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,12/24/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.69731807,-73.97170126,302,35,21100,3058019,3020320033,BK68
40786301,EL RANCHITO DE DAISY,Queens,4149,150 STREET,11355,7186613307,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/20/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,22,,,4/12/2020,Cycle Inspection / Initial Inspection,40.76151541,-73.81340916,407,20,116700,4114932,4050590011,QN51
50001396,PIZZA PLUS,Manhattan,2253,3 AVENUE,10035,2122892400,Pizza,6/7/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,32,,,4/12/2020,Cycle Inspection / Initial Inspection,40.80207178,-73.93698847,111,8,19400,1054626,1017870001,MN34
50072357,HAPPY GARDEN,Queens,13206,MAPLE AVE,11355,7188881109,Chinese,9/24/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,9/24/2019,4/12/2020,Cycle Inspection / Re-inspection,40.75386483,-73.83237999,407,20,84900,4594686,4051027503,QN22
50007717,MY HOUSE,Brooklyn,1650,SHEEPSHEAD BAY ROAD,11235,7189340400,American,10/24/2018,Establishment re-opened by DOHMH,,,,0,P,10/24/2018,4/12/2020,Cycle Inspection / Reopening Inspection,40.58653778,-73.95238232,315,48,60600,3204919,3074590030,BK17
40571528,GEORGES RESTAURANT,Brooklyn,5701,5 AVENUE,11220,7184391403,American,6/8/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,6/8/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.6410884,-74.01447431,307,38,10200,3015722,3008480008,BK34
